Code,ID,Annotation
U,ENOG410IM0N,Neuron-specific protein family member
Q,ENOG410IM0M,KR domain
S,ENOG410IM0R,NA
M,ENOG410IM0Q,Inherit from COG: YD repeat protein
S,ENOG410IM0P,NA
S,ENOG410IM0W,endo-glucanase
U,ENOG410IM0V,nuclear envelope pore membrane protein POM
S,ENOG410IM0U,NA
S,ENOG410IM0T,perilipin 5
K,ENOG410IM0Z,transcription factor
S,ENOG410IM0Y,NA
H,ENOG410IM0X,Elp3
S,ENOG410IM03,glycoside hydrolase family 16 protein
U,ENOG410IM00,Mucin 15 cell surface associated
S,ENOG410IM07,NA
S,ENOG410IM06,Glycosyl hydrolase catalytic core
S,ENOG410IM05,Fungal_trans
S,ENOG410IM04,Conserved hypothetical protein
S,ENOG410IM09,WD40
S,ENOG410J2A9,Conserved hypothetical protein
S,ENOG410J2A2,whole genome shotgun sequence
S,ENOG410J2A0,Required for the cellularization of the syncytial blastoderm embryo. Involved in the localization of the actin filaments just prior to and during plasma membrane invagination. Sry-alpha together with nullo and bnk may provide auxiliary functions by acting both to stabilize a large and dynamic microfilament structure and regulate its functions
S,ENOG410J2A6,NA
S,ENOG410J2A7,expressed protein
S,ENOG410J2A4,NA
S,ENOG410J2A5,expressed protein
S,ENOG410J2AZ,NA
F,ENOG410J2AX,DNA-directed RNA polymerase III subunit Rpc31
L,ENOG410J2AY,NUDIX domain
S,ENOG410JIZI,NA
J,ENOG410J2AR,mitochondrial 54S ribosomal protein YmL39
S,ENOG410J2AS,NA
S,ENOG410J2AP,NA
K,ENOG410J2AQ,MED7 protein
S,ENOG410J2AV,NA
S,ENOG410J2AW,NA
S,ENOG410J2AT,NA
S,ENOG410J2AU,NA
S,ENOG410J2AJ,fucose-specific lectin
S,ENOG410J2AK,NA
S,ENOG410J2AH,NA
S,ENOG410J2AI,NA
S,ENOG410J2AN,NA
S,ENOG410J2AC,NA
S,ENOG410J2AE,NA
S,ENOG410JIZG,O-methyltransferase
S,ENOG410K6FS,NA
G,ENOG410JWIP,Pectinesterase
S,ENOG410JQF5,NA
S,ENOG410JQFV,Common central domain of tyrosinase
S,ENOG410JQFX,NA
T,ENOG410JQFD,7tm Odorant receptor
S,ENOG410JQFE,Inherit from NOG: Archaelysin family metallopeptidase 2
S,ENOG410JQFI,NA
G,ENOG410IRF2,Sugar (and other) transporter
U,ENOG410IRF3,Sugar (and other) transporter
P,ENOG410IRF0,Inherit from NOG: major facilitator superfamily
S,ENOG410IRF5,Sugar (and other) transporter
S,ENOG410IRF9,NA
S,ENOG410JQKG,NA
S,ENOG410JQKF,Mitochondrial large subunit ribosomal protein (Img2)
S,ENOG410IRFP,NA
G,ENOG410IRFQ,Sugar (and other) transporter
S,ENOG410K2PJ,NA
S,ENOG410K2PK,NA
S,ENOG410K2PI,NA
S,ENOG410K2PA,NA
S,ENOG410K2PZ,NA
S,ENOG410K2PX,NA
S,ENOG410K2PY,NA
S,ENOG410K2PV,NA
S,ENOG410K2PW,NA
S,ENOG410K2PP,NA
S,ENOG410K2P8,NA
S,ENOG410K2P9,NA
S,ENOG410K2P6,NA
S,ENOG410K2P7,NA
S,ENOG410K2P4,NA
S,ENOG410K2P0,NA
S,ENOG410K2P1,NA
S,ENOG410K4FX,NA
S,ENOG410JPQ7,NA
S,ENOG410K4FY,NA
S,ENOG410K4FW,Polypeptide deformylase-like protein
S,ENOG410K4FQ,NA
S,ENOG410JPQM,NA
S,ENOG410JPQI,NA
S,ENOG410JPQU,Basic region leucine zipper
S,ENOG410KH8E,NA
S,ENOG410JPQP,NA
S,ENOG410J6F5,NA
S,ENOG410J1K6,CD200 molecule
S,ENOG410J1K5,NA
S,ENOG410JQQK,NA
S,ENOG410IT13,LRR
S,ENOG410IT15,leucine rich repeat containing 29
S,ENOG410IT16,LRR
S,ENOG410IT19,F-box LRR-repeat protein
O,ENOG410IT18,LRR
D,ENOG410IT1B,Negative regulator of the mitotic exit network (MEN) required for multiple cell cycle checkpoints (By similarity). Required for daughter cell separation and chromosome stability (By similarity). Involved in copper sensitivity (By similarity)
S,ENOG410IT1E,LRR
S,ENOG410IT1D,LRR
S,ENOG410IT1G,F-box LRR-repeat protein
S,ENOG410IT1F,F-Box protein
S,ENOG410IT1H,FBOX
S,ENOG410IT1M,F-box domain
S,ENOG410IT1U,leucine rich repeat containing 29
S,ENOG410IT1Y,F-box LRR-repeat protein
S,ENOG410IT1X,F-box protein 39
S,ENOG410IT1Z,F-box and leucine-rich repeat protein 14
S,ENOG410J1KN,NA
S,ENOG410JYT6,NA
S,ENOG410J1KJ,Transcriptional activator of glycolytic enzymes
S,ENOG410J1KI,Transcriptional activator of glycolytic enzymes
S,ENOG410JYMU,NA
S,ENOG410JQQP,Common central domain of tyrosinase
S,ENOG410JQQS,Inherit from NOG: LRR
S,ENOG410JDDB,NA
I,ENOG410JQQR,START domain
S,ENOG410JHV9,NA
S,ENOG410JHV8,chromosome 10 open reading frame 115
S,ENOG410JHV1,NA
S,ENOG410JHV0,NA
S,ENOG410JHV3,NA
S,ENOG410JHV2,NA
S,ENOG410JHV5,NA
S,ENOG410JHV4,NA
S,ENOG410JHV7,NA
S,ENOG410JHV6,NA
S,ENOG410JHVI,NA
S,ENOG410JHVH,NA
L,ENOG410JHVK,NA
S,ENOG410JHVJ,NA
S,ENOG410JHVM,NA
K,ENOG410K8UM,Basic region leucine zipper
S,ENOG410JHVN,NA
S,ENOG410JHVA,NA
S,ENOG410JHVC,NA
S,ENOG410JHVB,Protein of unknown function (DUF1091)
S,ENOG410JHVE,Hsp20/alpha crystallin family
S,ENOG410JHVD,NA
S,ENOG410JHVG,NA
S,ENOG410JHVF,NA
S,ENOG410JHVY,NA
S,ENOG410JHVX,NA
S,ENOG410JHVZ,Ubiquinol-cytochrome C reductase UQCRX/QCR9 like
S,ENOG410JHVQ,NA
S,ENOG410JHVP,NA
U,ENOG410JHVS,NA
S,ENOG410JHVR,NA
S,ENOG410JHVU,NA
S,ENOG410JHVT,NA
S,ENOG410JHVW,NA
S,ENOG410JHVV,NA
S,ENOG410IK67,Olfactory receptor
S,ENOG410IK66,NA
S,ENOG410IK65,Nucleoporin protein Ndc1-Nup
S,ENOG410IK64,Major royal jelly protein
S,ENOG410IK62,neuroendocrine secretory protein
T,ENOG410IK61,Kinase family
S,ENOG410IK6G,LEA domain protein
O,ENOG410IK6F,von Willebrand factor C domain containing 2
E,ENOG410IK6E,Peptidase family C69
O,ENOG410IK6D,whole genome shotgun sequence
E,ENOG410IK6C,1-aminocyclopropane-1-carboxylate deaminase
T,ENOG410IK6B,Inherit from COG: Histidine kinase
S,ENOG410IK6A,integral membrane protein
E,ENOG410IK6N,Formiminotransferase domain N-terminal subdomain
S,ENOG410IK6M,NA
S,ENOG410IK6K,plant protein
S,ENOG410IK6J,NADH-ubiquinone oxidoreductase 21 kDa subunit
S,ENOG410IK6I,Surfeit 2
G,ENOG410IK6H,peroxidase
S,ENOG410IK6W,NA
O,ENOG410IK6V,F-Box protein
L,ENOG410IK6U,5'-3' exonuclease N-terminal resolvase-like domain
S,ENOG410IK6T,Serpentine type 7TM GPCR chemoreceptor Srsx
S,ENOG410IK6R,psbP domain-containing protein 3
U,ENOG410IK6Q,Inherit from COG: Vacuolar Protein
S,ENOG410IK6P,hydrolase
S,ENOG410IY9H,Conserved hypothetical protein
Q,ENOG410IY9J,Cytochrome P450
S,ENOG410IY9K,WSC domain
E,ENOG410IY9M,DAHP synthetase I family
S,ENOG410IY9N,MULE transposase domain
S,ENOG410IY9A,Inherit from NOG: Conserved hypothetical protein
S,ENOG410IY9B,NA
S,ENOG410IY9C,NA
S,ENOG410IY9D,Chitin binding Peritrophin-A domain
S,ENOG410IY9E,Chromosome 9 open reading frame 142
K,ENOG410IY9F,transcription factor
S,ENOG410IY9X,NA
K,ENOG410IY9Y,Myb DNA-binding
S,ENOG410IY9Z,NA
S,ENOG410IY9P,ribonuclease RNase A family 12 (non-active)
S,ENOG410IY9Q,NA
S,ENOG410IY9R,PRY
S,ENOG410IY9S,DUF218 domain
CH,ENOG410IY9T,FAD binding domain
S,ENOG410IY9U,transmembrane protein 100
O,ENOG410IY9V,NA
S,ENOG410IY98,transmembrane protein 202
S,ENOG410IY99,NA
S,ENOG410IY90,NA
S,ENOG410IY91,NAD/NADP octopine/nopaline dehydrogenase alpha-helical domain
S,ENOG410IY92,NA
S,ENOG410IY93,NA
G,ENOG410IY94,Major Facilitator Superfamily
D,ENOG410IY95,WD40
S,ENOG410IY96,NA
S,ENOG410IY97,Family of unknown function (DUF566) 
G,ENOG410IKJT,Causes loosening and extension of plant cell walls by disrupting non-covalent bonding between cellulose microfibrils and matrix glucans. No enzymatic activity has been found (By similarity)
S,ENOG410J548,NA
S,ENOG410J542,NA
K,ENOG410J543,Retrotransposon protein
S,ENOG410J540,NA
S,ENOG410J541,NA
S,ENOG410J546,NlpC P60-like cell-wall peptidase
O,ENOG410J547,F-box domain
S,ENOG410J544,NA
S,ENOG410J54J,NA
S,ENOG410J54K,NA
S,ENOG410J54H,NA
S,ENOG410J54I,NA
S,ENOG410J54N,NA
S,ENOG410J54M,Transferase
C,ENOG410J54B,Malate quinone oxidoreductase
S,ENOG410J54C,NA
S,ENOG410J54A,NA
S,ENOG410J54F,NA
S,ENOG410J54G,Phytosulfokines
S,ENOG410J54D,NA
J,ENOG410J54E,Ribosomal protein s9
K,ENOG410J54Z,DNA replication and checkpoint protein
J,ENOG410J54X,50S ribosomal subunit protein L28
S,ENOG410J54Y,NA
S,ENOG410J54R,NA
O,ENOG410J54S,RING
S,ENOG410J54P,NA
S,ENOG410J54Q,NA
S,ENOG410J54V,NA
S,ENOG410J54W,NA
S,ENOG410J54T,NA
O,ENOG410J54U,whole genome shotgun sequence
S,ENOG410K171,NA
S,ENOG410K17A,NA
S,ENOG410IZGZ,B-cell lymphoma 9 protein
S,ENOG410K17F,NA
S,ENOG410K17G,BTB
S,ENOG410K17I,NA
S,ENOG410K17J,NA
K,ENOG410IZGR,High mobility group AT-hook 2
S,ENOG410K17M,NA
S,ENOG410K17N,Protein of unknown function (DUF3421)
S,ENOG410IZGV,C6 finger domain protein
S,ENOG410K17R,NA
S,ENOG410K17S,NA
S,ENOG410IZGM,NA
S,ENOG410K17U,NA
S,ENOG410IZGN,Conserved hypothetical protein
S,ENOG410K17Y,NA
S,ENOG410K17Z,MYND finger
S,ENOG410IZGB,NA
S,ENOG410K781,NA
S,ENOG410K941,NA
S,ENOG410K940,NA
S,ENOG410K943,NA
S,ENOG410K942,NA
O,ENOG410K945,NA
S,ENOG410K944,NA
S,ENOG410K947,NA
S,ENOG410K946,NA
S,ENOG410K949,NA
S,ENOG410K948,NA
S,ENOG410K94A,NA
S,ENOG410K94C,CX module
S,ENOG410K94B,NA
S,ENOG410K94E,NA
S,ENOG410K94D,NA
S,ENOG410K94G,NA
S,ENOG410K94F,NA
S,ENOG410K94I,NA
S,ENOG410K94H,Nematode insulin-related peptide beta type
S,ENOG410K94K,NA
S,ENOG410K94J,TRA-1 regulated protein R03H10.4
S,ENOG410K94M,NA
S,ENOG410K94N,NA
S,ENOG410K94Q,NA
S,ENOG410K94P,NA
S,ENOG410K94S,HLH
S,ENOG410K94R,NA
S,ENOG410K94U,NA
S,ENOG410K94T,NA
S,ENOG410K94W,NA
S,ENOG410K94V,Serpentine type 7TM GPCR chemoreceptor Srsx
S,ENOG410K94Y,NA
U,ENOG410K94X,NA
S,ENOG410K94Z,NA
L,ENOG410K78K,DNA polymerase family A
S,ENOG410K78I,NA
S,ENOG410K8UY,NA
O,ENOG410K78G,OTU-like cysteine protease
Z,ENOG410K78F,NA
O,ENOG410K78E,NA
S,ENOG410J7AM,NA
S,ENOG410IF57,Squamosa promoter-binding-like protein
S,ENOG410KE7D,Interleukin-6/G-CSF/MGF family
S,ENOG410KE7E,NA
S,ENOG410KE7F,NA
S,ENOG410KE7G,NA
S,ENOG410KE7A,NA
S,ENOG410KE7B,C1Q
S,ENOG410KE7C,IGv
O,ENOG410KE7M,NA
S,ENOG410KE7N,NA
S,ENOG410KE7H,NA
S,ENOG410KE7I,NA
T,ENOG410KE7J,ERBB receptor feedback inhibitor 1
T,ENOG410KE7K,Immunoglobulin V-set domain
S,ENOG410KE7T,NA
S,ENOG410KE7U,NA
S,ENOG410KE7V,NA
S,ENOG410KE7W,NA
S,ENOG410KE7P,NA
S,ENOG410KE7Q,RNA recognition motif. (a.k.a. RRM RBD or RNP domain)
S,ENOG410KE7R,LRRNT
S,ENOG410KE7S,NA
S,ENOG410KE7X,NA
S,ENOG410KE7Y,NA
S,ENOG410KE7Z,NA
S,ENOG410KE74,NA
S,ENOG410KE75,NA
S,ENOG410KE76,NA
S,ENOG410KE77,NA
S,ENOG410KE70,NA
S,ENOG410KE71,NA
S,ENOG410KE72,NA
S,ENOG410KE73,NA
S,ENOG410KE78,NA
S,ENOG410KE79,NA
U,ENOG410JUGY,AAI
S,ENOG410K8UR,NA
L,ENOG410KMBZ,BRCT
S,ENOG410IUS7,NA
S,ENOG410J6EI,NA
S,ENOG410K9P9,NA
S,ENOG410K9P7,NA
S,ENOG410K9PX,Domain of unknown function (DUF3557)
S,ENOG410K9PV,NA
S,ENOG410K9PF,Pes-10
S,ENOG410K9PB,NA
S,ENOG410J9ED,NA
S,ENOG410J9EF,Peroxidase family 2
F,ENOG410J9EA,NACHT domain
S,ENOG410J9EB,NA
L,ENOG410J9EH,NA
L,ENOG410J9EK,NA
S,ENOG410J9EQ,NA
S,ENOG410J9EP,NA
S,ENOG410J9EY,NA
U,ENOG410J9EX,NA
U,ENOG410J9EZ,junctional sarcoplasmic reticulum protein 1
K,ENOG410J9E4,Timeless protein
CH,ENOG410J9E7,FAD binding domain
S,ENOG410J9E3,TAP-like protein
L,ENOG410J9E2,NA
S,ENOG410J9E9,Domain of unknown function (DUF3328)
L,ENOG410J9E8,Protein of unknown function (DUF3422)
S,ENOG410J5SY,NA
S,ENOG410JQS5,NA
S,ENOG410JQS3,NA
S,ENOG410JQS2,NA
O,ENOG410JQS1,Hsp20/alpha crystallin family
S,ENOG410JQSN,NA
S,ENOG410JQSM,NA
S,ENOG410JQSK,NA
S,ENOG410JQSJ,FBOX
S,ENOG410JQSI,NA
S,ENOG410JQSH,SAM dependent carboxyl methyltransferase
S,ENOG410JQSG,Fungal Zn(2)-Cys(6) binuclear cluster domain
S,ENOG410JQSF,NA
S,ENOG410JQSE,p25-alpha 
S,ENOG410JQSD,NA
U,ENOG410JQSC,NA
S,ENOG410JQSB,Inherit from NOG: Cross-linked envelope protein of keratinocytes. It is a keratinocyte protein that first appears in the cell cytosol but ultimately becomes cross-linked to membrane proteins by transglutaminase. All that results in the formation of an insoluble envelope beneath the plasma membrane
S,ENOG410JQSA,NA
S,ENOG410JQSW,NA
S,ENOG410JQSU,NA
O,ENOG410JQST,NA
S,ENOG410JQSS,Inherit from COG: gpr1 fun34 YaaH family protein
S,ENOG410JQSQ,NA
T,ENOG410JQSP,STYKc
S,ENOG410IRKE,Integrase core domain
EQ,ENOG410IRKD,Protein of unknown function (DUF917)
S,ENOG410IRKG,Retrotransposon gag protein 
S,ENOG410IRKA,NA
S,ENOG410IRKC,NA
S,ENOG410IRKB,NA
S,ENOG410IRKM,NA
S,ENOG410IRKN,Inherit from NOG: negative regulation of cellular process
S,ENOG410IRKI,Reverse transcriptase (RNA-dependent DNA polymerase)
S,ENOG410IRKK,Inherit from NOG: centromere-specific
S,ENOG410IRKJ,NA
S,ENOG410IRKU,NA
S,ENOG410IRKT,NA
S,ENOG410IRKW,Ty3-gypsy subclass
S,ENOG410IRKV,NA
S,ENOG410IRKQ,NA
S,ENOG410IRKP,NmrA-like family
S,ENOG410IRKS,NA
S,ENOG410IRKR,NA
S,ENOG410IRKY,Reverse transcriptase (RNA-dependent DNA polymerase)
S,ENOG410IRKX,NA
S,ENOG410IRKZ,NA
S,ENOG410IRK5,NA
S,ENOG410IRK7,Reverse transcriptase (RNA-dependent DNA polymerase)
S,ENOG410IRK6,Reverse transcriptase (RNA-dependent DNA polymerase)
S,ENOG410IRK1,NA
P,ENOG410IRK2,transporter
S,ENOG410IRK8,NA
S,ENOG410JX88,GDSL-like Lipase/Acylhydrolase
E,ENOG410JX87,dehydratase shikimate dehydrogenase
I,ENOG410JX86,GDSL-like Lipase/Acylhydrolase
I,ENOG410IHNP,Photosystem II 22 kDa protein
F,ENOG410IHNU,Phosphorylase superfamily
S,ENOG410JX8B,Protein of unknown function (DUF642)
S,ENOG410JX8G,FBOX
S,ENOG410JX8D,Putative methyltransferase
S,ENOG410JX8Z,GRF zinc finger
S,ENOG410JX8V,Zein seed storage protein
S,ENOG410K6HI,NA
M,ENOG410JNXM,RHS Repeat
S,ENOG410JNXN,NA
S,ENOG410JNXI,NA
S,ENOG410JNXH,NA
S,ENOG410JNXK,Embryo-specific protein 3 (ATS3)
G,ENOG410JNXJ,PGAM
F,ENOG410JNXE,DNA-directed RNA polymerase III subunit Rpc31
S,ENOG410JNXD,NA
S,ENOG410JNXG,Protein of unknown function (DUF295)
S,ENOG410JNXF,SMI1_KNR4
O,ENOG410JNXA,RING
S,ENOG410JNXC,NA
S,ENOG410JNXB,NA
S,ENOG410JNXY,NA
T,ENOG410JNXX,CYCc
S,ENOG410JNXZ,NA
S,ENOG410JNXU,NA
S,ENOG410JNXT,NA
S,ENOG410JNXW,Fungal Zn(2)-Cys(6) binuclear cluster domain
S,ENOG410JNXV,NA
S,ENOG410JNXQ,Dopa 45-dioxygenase family
K,ENOG410JNXP,RNA polymerase Rpb1 domain 5
S,ENOG410JNXS,NA
L,ENOG410JNXR,NA
S,ENOG410JNX9,Ubox
B,ENOG410JNX8,Pfam:Est3
M,ENOG410JNX5,REC
S,ENOG410JNX4,NA
S,ENOG410JNX7,S1/P1 Nuclease
T,ENOG410JNX6,Immunoglobulin V-set domain
S,ENOG410JNX1,NA
S,ENOG410JNX0,NA
S,ENOG410JNX3,NA
S,ENOG410IHNN,family with sequence similarity 204 member A
S,ENOG410JZ38,NA
S,ENOG410JZ39,NA
S,ENOG410JZ30,Chromo (CHRromatin Organisation MOdifier) domain
S,ENOG410JZ31,NA
S,ENOG410JZ32,NA
S,ENOG410JZ33,NA
P,ENOG410JZ34,Inherit from COG: ABC transporter periplasmic molybdate-binding protein
S,ENOG410JZ35,NA
S,ENOG410JZ36,NA
S,ENOG410JZ37,Sulfatase
S,ENOG410JZ3H,NA
S,ENOG410JZ3I,B-box zinc finger
S,ENOG410JZ3J,NA
S,ENOG410JZ3K,NA
S,ENOG410JZ3M,NA
L,ENOG410JZ3N,Inherit from NOG: Retrotransposon protein
S,ENOG410JZ3A,Elicitin
S,ENOG410JZ3B,NA
S,ENOG410JZ3C,NA
S,ENOG410JZ3D,NA
S,ENOG410JZ3E,NA
S,ENOG410JZ3F,PH
S,ENOG410JZ3G,NA
S,ENOG410JZ3X,NA
S,ENOG410JZ3Y,Elicitin
S,ENOG410JZ3Z,NA
S,ENOG410JZ3P,NA
S,ENOG410JZ3Q,NA
S,ENOG410JZ3R,Rpp14/Pop5 family
S,ENOG410JZ3S,NA
S,ENOG410JZ3T,NA
S,ENOG410JZ3U,NA
S,ENOG410JZ3V,NA
S,ENOG410JZ3W,Plant transposon protein
S,ENOG410JE0T,NA
S,ENOG410J32E,NA
S,ENOG410JE0P,NA
S,ENOG410IXDQ,NA
S,ENOG410IXDV,NA
S,ENOG410IXDW,Velvet factor
G,ENOG410IXDT,photosystem II core complex proteins psbY
U,ENOG410IXDZ,Translocation protein sec62
T,ENOG410IXDX,fms-related tyrosine kinase 3 ligand
S,ENOG410IXDY,cupin domain-containing protein
K,ENOG410IXDB,Myb-like DNA-binding domain
Z,ENOG410IXDC,Component of the spindle pole body (SPB) required for insertion of the nascent SPB into the nuclear envelope and for the proper execution of spindle pole body (SPB) duplication. Connects the central plaque of the SPB with the half-bridge. Required for proper localization of CDC5 at the SPB and for proper M-phase progression (By similarity)
S,ENOG410IXDF,Membrane-associating domain
W,ENOG410IXDG,C1Q
S,ENOG410IXDD,Conserved hypothetical protein
S,ENOG410IXDE,DJ-1/PfpI family
S,ENOG410IXDJ,CTD kinase subunit gamma CTK3 C-terminus
S,ENOG410IXDK,chromosome 7 open reading frame 23
S,ENOG410IXDH,Hydroxyproline-rich glycoprotein family protein
S,ENOG410IXDI,Pfam:UPF0153
S,ENOG410IXDN,Conserved hypothetical protein
O,ENOG410IXDM,mitochondrial respiratory chain complex IV assembly
S,ENOG410IXD0,TCF3 (E2A) fusion partner (in childhood Leukemia)
S,ENOG410IXD1,Glycosyl transferases group 1
S,ENOG410IXD6,Common central domain of tyrosinase
S,ENOG410IXD4,NA
K,ENOG410IXD8,interferon regulatory factor 3
S,ENOG410IXD9,Heterokaryon incompatibility protein (HET)
L,ENOG410IUXA,Inherit from COG: Releases the supercoiling and torsional tension of DNA which is introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand thus removing DNA supercoils. Finally in the religation step the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity)
S,ENOG410K5RZ,NA
S,ENOG410K5RY,NA
S,ENOG410K5RX,NA
S,ENOG410K5RW,NA
S,ENOG410K5RV,NA
S,ENOG410K5RU,NA
S,ENOG410K5RT,NA
S,ENOG410K5RR,NA
S,ENOG410K5RQ,NA
S,ENOG410K5RP,NA
S,ENOG410K5RN,NA
S,ENOG410K5RM,Dynein-associated protein
S,ENOG410K5RK,NA
S,ENOG410K5RJ,NA
S,ENOG410K5RI,Putative methyltransferase
S,ENOG410K5RH,NA
S,ENOG410K5RG,NA
S,ENOG410K5RF,NA
S,ENOG410K5RE,NA
S,ENOG410K5RD,NA
S,ENOG410K5RC,NA
S,ENOG410K5RB,NA
O,ENOG410K5RA,DnaJ
S,ENOG410K5R9,NA
S,ENOG410K5R7,NA
S,ENOG410K5R6,NA
S,ENOG410K5R5,NA
S,ENOG410K5R4,cytoadherence linked asexual protein
S,ENOG410K5R3,NA
S,ENOG410K5R2,NA
S,ENOG410K5R1,NA
S,ENOG410K5R0,NA
S,ENOG410K0P6,bZIP transcription factor
Q,ENOG410INIH,ABC transporter
S,ENOG410KAM2,NA
S,ENOG410KAM3,Sugar transport protein
S,ENOG410KAM0,NA
S,ENOG410KAM6,Serpentine type 7TM GPCR chemoreceptor Srj
U,ENOG410KAM7,Serpentine type 7TM GPCR chemoreceptor Srj
U,ENOG410KAM4,Serpentine type 7TM GPCR chemoreceptor Srd
T,ENOG410KAM5,Srg family chemoreceptor
S,ENOG410KAM8,Serpentine type 7TM GPCR chemoreceptor Srb
S,ENOG410KAM9,Serpentine type 7TM GPCR chemoreceptor Sri
U,ENOG410KAMR,Serpentine type 7TM GPCR chemoreceptor Srt
T,ENOG410KAMS,Serpentine Receptor class
U,ENOG410KAMP,Serpentine type 7TM GPCR chemoreceptor Srsx
S,ENOG410KAMQ,NA
S,ENOG410KAMV,NA
S,ENOG410KAMW,Lipase (class 2)
S,ENOG410KAMT,Protein of unknown function (DUF272)
S,ENOG410KAMU,NA
S,ENOG410KAMZ,Domain of unknown function (DUF19)
U,ENOG410KAMX,Serpentine type 7TM GPCR chemoreceptor Srj
S,ENOG410KAMY,Serpentine type 7TM GPCR chemoreceptor Srh
S,ENOG410KAMB,NA
S,ENOG410KAMC,NA
S,ENOG410KAMA,NA
S,ENOG410KAMF,Serpentine type 7TM GPCR chemoreceptor Srj
S,ENOG410KAMG,NA
S,ENOG410KAMD,NA
S,ENOG410KAME,Protein of unknown function DUF273
S,ENOG410KAMJ,NA
S,ENOG410KAMK,NA
S,ENOG410KAMH,Pfam:DUF13
S,ENOG410KAMI,NA
G,ENOG410KAMN,NA
T,ENOG410KAMM,Serpentine type 7TM GPCR chemoreceptor Sra
S,ENOG410KJX4,NA
S,ENOG410KJXC,NA
O,ENOG410IV9C,peptidylprolyl cistrans isomerase
S,ENOG410K8A3,NA
G,ENOG410K8A2,Mannosyl oligosaccharide glucosidase
S,ENOG410K8A1,ZnF_C2H2
S,ENOG410K8A0,Serpentine type 7TM GPCR receptor class ab chemoreceptor
T,ENOG410K8A6,Serpentine Receptor class X family member
S,ENOG410K8A4,NA
S,ENOG410K8AK,NA
U,ENOG410K8AJ,Serpentine type 7TM GPCR chemoreceptor Srj
T,ENOG410K8AI,Serpentine receptor class gamma
K,ENOG410K8AN,ZnF_C4
S,ENOG410K8AM,NA
S,ENOG410K8AC,NA
S,ENOG410K8AB,F-box domain
T,ENOG410K8AA,7 transmembrane receptor (rhodopsin family)
S,ENOG410K8AG,embryo development ending in birth or egg hatching
S,ENOG410K8AF,NA
S,ENOG410K8AE,NA
Z,ENOG410K8AD,NA
S,ENOG410K8AS,NA
U,ENOG410K8AR,Serpentine type 7TM GPCR chemoreceptor Sri
S,ENOG410K8AQ,ZnF_C2H2
S,ENOG410K8AP,BTB/POZ domain
S,ENOG410K8AW,Domain of unknown function (DUF19)
S,ENOG410K8AV,ZP
S,ENOG410KPA3,NA
S,ENOG410KPA2,NA
C,ENOG410KPA1,Berberine and berberine like 
E,ENOG410KPA7,to N amino acid permease
S,ENOG410KPA6,Heterokaryon incompatibility protein (HET)
S,ENOG410KPA4,NA
S,ENOG410KPA9,NA
S,ENOG410KPA8,ZnF_C2H2
S,ENOG410KPAC,Glycosyl hydrolases family 39
G,ENOG410KPAB,HpcH/HpaI aldolase/citrate lyase family
S,ENOG410KPAA,NA
Q,ENOG410KPAG,Phytanoyl-CoA dioxygenase (PhyH)
S,ENOG410KPAF,NA
S,ENOG410KPAE,Heterokaryon incompatibility protein (HET)
S,ENOG410KPAD,NA
S,ENOG410KPAK,Cupin
S,ENOG410KPAJ,NACHT domain
S,ENOG410KPAI,NA
S,ENOG410KPAH,NA
S,ENOG410KPAN,NA
S,ENOG410KPAM,NA
S,ENOG410KPAS,Pfam:DUF3468
S,ENOG410KPAQ,NA
S,ENOG410KPAP,NA
S,ENOG410KPAW,NA
S,ENOG410KPAV,NA
S,ENOG410KPAU,NA
S,ENOG410KPAZ,Heterokaryon incompatibility protein Het-C
S,ENOG410KPAY,Fungal specific transcription factor domain 
S,ENOG410KPAX,NA
W,ENOG410KDFK,collagen type XII alpha 1
W,ENOG410KDFH,Collagen triple helix repeat (20 copies)
W,ENOG410KDFI,Collagen triple helix repeat (20 copies)
W,ENOG410KDFE,Collagen triple helix repeat (20 copies)
S,ENOG410KDFB,NA
W,ENOG410KDFC,Collagen triple helix repeat (20 copies)
T,ENOG410KDFZ,von Willebrand factor type A domain
W,ENOG410KDFV,NA
W,ENOG410KDFT,Collagen type XIII alpha 1
W,ENOG410KDFR,C4
W,ENOG410KDFS,von Willebrand factor type A domain
S,ENOG410IJ26,C6 zinc finger
S,ENOG410IJ25,chromosome 16 open reading frame 52
S,ENOG410KDF8,NA
O,ENOG410KDF6,ATH1 acid trehalase-like 1 (yeast)
C,ENOG410KDF7,surfeit 1
T,ENOG410KDF5,complement component (3d Epstein Barr virus) receptor 2
W,ENOG410KDF2,CLECT
T,ENOG410KDF3,mannose receptor C type 2
TV,ENOG410KDF0,CLECT
TV,ENOG410KDF1,C-type lectin domain family 10 member
T,ENOG410IJ28,Hyaluronan-mediated motility receptor (RHAMM)
S,ENOG410IJ29,NA
Q,ENOG410IJ2F,short chain dehydrogenase
S,ENOG410IJ2B,testis specific 13
T,ENOG410IJ2C,Inherit from NOG: fungal-type cell wall organization
S,ENOG410K6DY,NA
